,24hr,7d,link,logo,marketcap,name,price,symbol,time
7858, 0.37%, 16.72%,/currencies/xensor,,16919686,Xensor,0.003648,XSR,20201031011120page4
7859, 14.01%, 2.61%,/currencies/global-digital-content,,16898816,Global Digital Content,0.005266,GDC,20201031011120page4
7860, 0.61%, 0.69%,/currencies/gemini-dollar,,16884780,Gemini Dollar,1,GUSD,20201031011120page4
7861, 5.26%, 18.76%,/currencies/erc20,,16855399,ERC20,0.014962,ERC20,20201031011120page4
7862, 1.08%, 52.03%,/currencies/justliquidity,,16750884,JustLiquidity,39.62,JUL,20201031011120page4
7863, 3.32%, 22.67%,/currencies/trustswap,,16738685,TrustSwap,0.181696,SWAP,20201031011120page4
7864, 25.39%, 6.67%,/currencies/deviantcoin,,16616574,DeviantCoin,0.550128,DEV,20201031011120page4
7865, 0.91%, 10.15%,/currencies/vethor-token,,16474343,VeThor Token,0.000566,VTHO,20201031011120page4
7866, 3.27%, 18.56%,/currencies/loom-network,,16467164,Loom Network,0.016967,LOOM,20201031011120page4
7867, 0.80%, 8.08%,/currencies/newscrypto,,16426003,Newscrypto,0.172482,NWC,20201031011120page4
7868, 2.77%, 9.77%,/currencies/dent,,16378235,Dent,0.000193,DENT,20201031011120page4
7869, 0.61%, 1.11%,/currencies/ignis,,16282325,Ignis,0.021392,IGNIS,20201031011120page4
7870, 4.07%, 10.07%,/currencies/coti,,16279219,COTI,0.028659,COTI,20201031011120page4
7871, 0.32%, 1.86%,/currencies/salus,,16203652,SaluS,16.01,SLS,20201031011120page4
7872, 9.85%, 0.90%,/currencies/bzx-protocol,,16153212,bZx Protocol,0.114879,BZRX,20201031011120page4
7873, 9.76%, 30.22%,/currencies/trust-wallet-token,,16150324,Trust Wallet Token,0.064363,TWT,20201031011120page4
7874, 4.00%, 17.23%,/currencies/ergo,,16049611,Ergo,0.697523,ERG,20201031011120page4
7875, 2.30%, 48.47%,/currencies/suku,,8332256,SUKU,0.104867,SUKU,20201031011120page4
7876, 10.62%, 23.74%,/currencies/gleec,,15856009,Gleec,1.24,GLEEC,20201031011120page4
7877, 1.02%, 2.34%,/currencies/unobtanium,,15826125,Unobtanium,77.99,UNO,20201031011120page4
7878, 2.10%, 23.40%,/currencies/bluzelle,,15779985,Bluzelle,0.063701,BLZ,20201031011120page4
7879, 6.08%, 34.31%,/currencies/phala-network,,15720556,Phala.Network,0.114749,PHA,20201031011120page4
7880, 5.39%, 7.64%,/currencies/perpetual-protocol,,15642628,Perpetual Protocol,1.06,PERP,20201031011120page4
7881, 3.44%, 12.35%,/currencies/nimiq,,15621809,Nimiq,0.002294,NIM,20201031011120page4
7882, 14.15%, 1.46%,/currencies/invictus-hyperion-fund,,15587727,Invictus Hyperion Fund,0.132084,IHF,20201031011120page4
7883, 10.14%, 0.91%,/currencies/bdcc-bitica-coin,,15438509,BDCC Bitica COIN,4.26,BDCC,20201031011120page4
7884, 4.27%, 7.41%,/currencies/molecular-future,,15451762,Molecular Future,0.180762,MOF,20201031011120page4
7885, 4.73%, 29.78%,/currencies/parsiq,,15437307,PARSIQ,0.138857,PRQ,20201031011120page4
7886, 0.43%, 2.21%,/currencies/apollo-currency,,15411412,Apollo Currency,0.001049,APL,20201031011120page4
7887, 1.36%, 0.74%,/currencies/davinci-coin,,15404923,Davinci Coin,0.003351,DAC,20201031011120page4
7888, 1.70%, 16.05%,/currencies/nebulas-token,,15387590,Nebulas,0.268916,NAS,20201031011120page4
7889, 0.46%, 0.49%,/currencies/celo-dollar,,15295249,Celo Dollar,0.9951,CUSD,20201031011120page4
7890, 3.16%, 20.51%,/currencies/basic,,15252416,BASIC,0.005682,BASIC,20201031011120page4
7891, 1.97%, 34.57%,/currencies/amp,,15190859,Amp,0.003596,AMP,20201031011120page4
7892, 0.03%, 8.13%,/currencies/synchrobitcoin,,15176675,SynchroBitcoin,0.187878,SNB,20201031011120page4
7893, 6.44%, 13.35%,/currencies/12ships,,15136705,12Ships,0.003079,TSHP,20201031011120page4
7894, 1.25%, 7.44%,/currencies/sport-and-leisure,,14804065,Sport and Leisure,0.021894,SNL,20201031011120page4
7895, 0.00%, 4.23%,/currencies/b2bx,,14731071,B2BX,0.750444,B2B,20201031011120page4
7896, 4.08%, 19.85%,/currencies/bitcoinhd,,14687224,BitcoinHD,2.41,BHD,20201031011120page4
7897, 1.45%, 12.39%,/currencies/stormx,,14493140,StormX,0.001925,STMX,20201031011120page4
7898, 2.88%, 11.05%,/currencies/truechain,,14483686,TrueChain,0.182012,TRUE,20201031011120page4
7899, 2.67%, 3.98%,/currencies/level01,,14377020,Level01,0.089879,LVX,20201031011120page4
7900, 3.30%, 10.41%,/currencies/grin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3709.png""/>",14318190,Grin,0.25432,GRIN,20201031011135page5
7901, 12.78%, 10.39%,/currencies/repo,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2829.png""/>",14277418,REPO,0.129844,REPO,20201031011135page5
7902, 4.72%, 9.82%,/currencies/envion,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2526.png""/>",14154535,Envion,0.111081,EVN,20201031011135page5
7903, 2.41%, 3.24%,/currencies/pirate-chain,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3951.png""/>",14117137,Pirate Chain,0.08239,ARRR,20201031011135page5
7904, 1.40%, 3.36%,/currencies/bit-z-token,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2918.png""/>",14063582,Bit-Z Token,0.112467,BZ,20201031011135page5
7905, 3.80%, 27.48%,/currencies/dragonchain,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2243.png""/>",14048385,Dragonchain,0.038964,DRGN,20201031011135page5
7906, 2.91%, 11.68%,/currencies/function-x,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3884.png""/>",14023626,Function X,0.061081,FX,20201031011135page5
7907, 0.53%, 22.24%,/currencies/wixlar,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3404.png""/>",13990280,Wixlar,0.005848,WIX,20201031011135page5
7908, 8.04%, 19.82%,/currencies/prometeus,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/4120.png""/>",13971923,Prometeus,2.28,PROM,20201031011135page5
7909, 5.68%, 11.41%,/currencies/lto-network,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3714.png""/>",13850425,LTO Network,0.056942,LTO,20201031011135page5
7910, 19.43%, 4.39%,/currencies/agoras-tokens,,13788630,Agoras Tokens,0.461748,AGRS,20201031011135page5
7911, 4.33%, 0.57%,/currencies/ecoreal-estate,,13779449,Ecoreal Estate,0.065956,ECOREAL,20201031011135page5
7912, 0.82%, 10.25%,/currencies/bitkan,,13773140,BitKan,0.002139,KAN,20201031011135page5
7913, 4.52%, 20.46%,/currencies/celer-network,,13719765,Celer Network,0.003453,CELR,20201031011135page5
7914, 1.40%, 5.51%,/currencies/zbg-token,,13702983,ZBG Token,0.051902,ZT,20201031011135page5
7915, 7.56%, 24.71%,/currencies/sora,,13685507,Sora,39.1,XOR,20201031011135page5
7916, 1.87%, 1.10%,/currencies/constellation,,13655949,Constellation,0.010779,DAG,20201031011135page5
7917, 9.89%, 8.34%,/currencies/rchain,,13640093,RChain,0.028247,REV,20201031011135page5
7918, 12.76%, 50.24%,/currencies/sentivate,,13606281,Sentivate,0.004364,SNTVT,20201031011135page5
7919, 4.92%, 17.32%,/currencies/standard-tokenization-protocol,,13524310,Standard Tokenization Protocol,0.014759,STPT,20201031011135page5
7920, 27.01%, 12.32%,/currencies/stakenet,,13307079,Stakenet,0.123272,XSN,20201031011135page5
7921, 13.18%, 4.94%,/currencies/milk-alliance,,13184777,MiL.k,0.146333,MLK,20201031011135page5
7922, 9.44%, 21.23%,/currencies/vertcoin,,13182711,Vertcoin,0.230529,VTC,20201031011135page5
7923, 4.33%, 43.35%,/currencies/audius,,13033636,Audius,0.108614,AUDIO,20201031011135page5
7924, 6.52%, 17.59%,/currencies/dusk-network,,13014507,Dusk Network,0.047529,DUSK,20201031011135page5
7925, 0.70%, 1.52%,/currencies/qash,,12975187,QASH,0.037072,QASH,20201031011135page5
7926, 12.19%, 17.17%,/currencies/levolution,,12957494,Levolution,0.235514,LEVL,20201031011135page5
7927, 9.12%, 54.55%,/currencies/crypto-village-accelerator,,12954339,Crypto Village Accelerator,0.256119,CVA,20201031011135page5
7928, 1.58%, 8.92%,/currencies/groestlcoin,,12885096,Groestlcoin,0.169081,GRS,20201031011135page5
7929, 0.25%, 3.69%,/currencies/folgory-coin,,12802651,Folgory Coin,0.730516,FLG,20201031011135page5
7930, 6412.10%, 30.29%,/currencies/peepcoin,,12799316,PeepCoin,0.00009,PCN,20201031011135page5
7931, 4.16%, 16.73%,/currencies/project-pai,,12752011,Project Pai,0.008603,PAI,20201031011135page5
7932, 6.03%, 25.32%,/currencies/drep,,12681984,DREP,0.003181,DREP,20201031011135page5
7933, 1.62%, 0.02%,/currencies/latoken,,12569898,LATOKEN,0.03307,LA,20201031011135page5
7934, 5.87%, 34.56%,/currencies/nexxo,,12537903,Nexxo,0.05841,NEXXO,20201031011135page5
7935, 1.37%, 11.69%,/currencies/contentos,,12515916,Contentos,0.005888,COS,20201031011135page5
7936, 29.21%, 20.07%,/currencies/content-value-network,,12506135,Content Value Network,0.01352,CVNT,20201031011135page5
7937, 4.51%, 18.47%,/currencies/gas,,12465558,Gas,1.23,GAS,20201031011135page5
7938, 4.24%, 15.79%,/currencies/medibloc,,12309084,MediBloc,0.004597,MED,20201031011135page5
7939, 8.75%, 14.37%,/currencies/yfvalue,,12292139,YFValue,2.73,YFV,20201031011135page5
7940, 2.15%, 7.33%,/currencies/platincoin,,12208345,PLATINCOIN,2.44,PLC,20201031011135page5
7941, 1.32%, 0.24%,/currencies/bhp-coin,,12099472,BHPCoin,0.599649,BHP,20201031011135page5
7942, 2.03%, 17.43%,/currencies/metaverse,,12078616,Metaverse ETP,0.152485,ETP,20201031011135page5
7943, 2.89%, 19.44%,/currencies/lambda,,12076321,Lambda,0.014379,LAMB,20201031011135page5
7944, 3.35%, 1.67%,/currencies/nexus,,12037648,Nexus,0.186134,NXS,20201031011135page5
7945, 0.86%, 11.21%,/currencies/venus,,11937414,Venus,2.82,XVS,20201031011135page5
7946, 1.48%, 7.35%,/currencies/king-dag,,11878397,King DAG,0.242409,KDAG,20201031011135page5
7947, 5.69%, 20.69%,/currencies/arpa-chain,,11871343,ARPA Chain,0.013731,ARPA,20201031011135page5
7948, 12.32%, 19.74%,/currencies/casinocoin,,11810152,CasinoCoin,0.000295,CSC,20201031011135page5
7949, 2.19%, 10.75%,/currencies/amo-coin,,11723175,AMO Coin,0.000647,AMO,20201031011135page5
7950, 3.25%, 15.61%,/currencies/yfdai-finance,,11719757,YFDAI.FINANCE,757.19,YF-DAI,20201031011135page5
7951, 3.58%, 11.85%,/currencies/bella-protocol,,11613173,Bella Protocol,0.800909,BEL,20201031011135page5
7952, 0.13%, 46.28%,/currencies/aurora,,11590665,Aurora,0.001772,AOA,20201031011135page5
7953, 1.30%, 13.17%,/currencies/fusion,,11590057,Fusion,0.24496,FSN,20201031011135page5
7954, 5.92%, 2.89%,/currencies/jewel,,11571961,Jewel,0.211514,JWL,20201031011135page5
7955, 0.20%, 0.25%,/currencies/yep-coin,,11545642,YEP COIN,2.84,YEP,20201031011135page5
7956, 15.01%, 39.01%,/currencies/proton,,11515118,Proton,0.006176,XPR,20201031011135page5
7957, 8.11%, 4.22%,/currencies/zenon,,11488050,Zenon,2.45,ZNN,20201031011135page5
7958, 22.21%, 13.64%,/currencies/tixl,,11431464,Tixl,239.27,MTXLT,20201031011135page5
7959, 2.59%, 11.28%,/currencies/moviebloc,,11379173,MovieBloc,0.001371,MBL,20201031011135page5
7960, 3.38%, 16.99%,/currencies/enigma,,11331657,Enigma,0.462503,ENG,20201031011135page5
7961, 0.08%, 0.08%,/currencies/usdj,,11302039,USDJ,0.991824,USDJ,20201031011135page5
7962, 9.84%, 17.45%,/currencies/mvl,,11295715,MVL,0.001122,MVL,20201031011135page5
7963, 2.69%, 9.77%,/currencies/aergo,,11068891,Aergo,0.041924,AERGO,20201031011135page5
7964, 7.94%, 10.77%,/currencies/dinastycoin,,10969631,Dinastycoin,0.005529,DCY,20201031011135page5
7965, 0.13%, 0.42%,/currencies/populous,,10880594,Populous,0.204322,PPT,20201031011135page5
7966, 0.27%, 6.58%,/currencies/digixdao,,10787455,DigixDAO,73.85,DGD,20201031011135page5
7967, 8.22%, 26.82%,/currencies/injective-protocol,,10564735,Injective Protocol,0.784999,INJ,20201031011135page5
7968, 4.66%, 20.81%,/currencies/zap,,10549436,Zap,0.044674,ZAP,20201031011135page5
7969, 1.27%, 0.11%,/currencies/cocos-bcx,,10534211,Cocos-BCX,0.000268,COCOS,20201031011135page5
7970, 1.52%, 4.84%,/currencies/moeda-loyalty-points,,10482899,Moeda Loyalty Points,0.534055,MDA,20201031011135page5
7971, 13.53%, 111.40%,/currencies/yieldfarming-insure,,10469929,yieldfarming.insure,223.81,SAFE,20201031011135page5
7972, 0.33%, 1.32%,/currencies/coinmetro-token,,10374914,CoinMetro Token,0.037095,XCM,20201031011135page5
7973, 4.71%, 26.24%,/currencies/tachyon-protocol,,10364109,Tachyon Protocol,0.038837,IPX,20201031011135page5
7974, 9.10%, 3.73%,/currencies/morpheus-network,,10349345,Morpheus.Network,0.219367,MRPH,20201031011135page5
7975, 12.24%, 7.87%,/currencies/nkn,,10335107,NKN,0.017707,NKN,20201031011135page5
7976, 0.32%, 0.78%,/currencies/insights-network,,10324428,Insights Network,0.052474,INSTAR,20201031011135page5
7977, 12.95%, 33.44%,/currencies/elamachain,,10324456,Elamachain,0.014141,ELAMA,20201031011135page5
7978, 5.04%, 6.45%,/currencies/darwinia-network,,10307158,Darwinia Network,0.033273,RING,20201031011135page5
7979, 1.32%, 0.19%,/currencies/anchor,,10297779,Anchor,0.803627,ANCT,20201031011135page5
7980, 10.82%, 3.81%,/currencies/karatgold-coin,,10214466,Karatgold Coin,0.00216,KBC,20201031011135page5
7981, 3.90%, 2.21%,/currencies/metadium,,10165334,Metadium,0.008162,META,20201031011135page5
7982, 3.50%, 23.51%,/currencies/chromia,,10091641,Chromia,0.022752,CHR,20201031011135page5
7983, 3.03%, 0.25%,/currencies/dimension-chain,,9993088,Dimension Chain,0.040824,EON,20201031011135page5
7984, 4.61%, 5.73%,/currencies/linkeye,,9824617,LinkEye,0.011837,LET,20201031011135page5
7985, 2.77%, 9.33%,/currencies/einsteinium,,9806013,Einsteinium,0.044424,EMC2,20201031011135page5
7986, 1.31%, 12.06%,/currencies/trustverse,,9768121,TrustVerse,0.023218,TRV,20201031011135page5
7987, 3.99%, 5.29%,/currencies/quickx-protocol,,9694289,QuickX Protocol,0.019453,QCX,20201031011135page5
7988, 20.72%, 1.09%,/currencies/kadena,,9677921,Kadena,0.20376,KDA,20201031011135page5
7989, 2.97%, 3.03%,/currencies/biki,,9653535,BIKI,0.030656,BIKI,20201031011135page5
7990, 0.17%, 5.90%,/currencies/btse,,9631406,BTSE,2.21,BTSE,20201031011135page5
7991, 1.51%, 0.84%,/currencies/nxt,,9604051,Nxt,0.009614,NXT,20201031011135page5
7992, 0.08%, 8.45%,/currencies/rakon,,9589028,Rakon,0.077546,RKN,20201031011135page5
7993, 4.66%, 4.01%,/currencies/quark,,9553602,Quark,0.03578,QRK,20201031011135page5
7994, 0.23%, 8.48%,/currencies/iqeon,,9476273,IQeon,1.73,IQN,20201031011135page5
7995, 0.87%, 5.51%,/currencies/pnetwork,,9457575,pNetwork,0.401325,PNT,20201031011135page5
7996, 8.81%, 27.30%,/currencies/firstblood,,9449793,FirstBlood,0.110448,1ST,20201031011135page5
7997, 1.66%, 10.96%,/currencies/vidy,,9401089,VIDY,0.001072,VIDY,20201031011135page5
7998, 2.00%, 18.17%,/currencies/bounce-token,,9381439,Bounce Token,354.16,BOT,20201031011135page5
7999, 2.11%, 10.81%,/currencies/monolith,,9372026,Monolith,0.27718,TKN,20201031011135page5
8000, 0.49%, 4.04%,/currencies/bitcoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1.png""/>",2.50257E+11,Bitcoin,13505.35,BTC,20201031011136page1
8001, 0.65%, 7.00%,/currencies/ethereum,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1027.png""/>",43444657690,Ethereum,383.69,ETH,20201031011136page1
8002, 0.00%, 0.01%,/currencies/tether,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/825.png""/>",16542381211,Tether,1,USDT,20201031011136page1
8003, 0.91%, 6.49%,/currencies/xrp,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/52.png""/>",10815465221,XRP,0.238833,XRP,20201031011136page1
8004, 2.01%, 3.22%,/currencies/bitcoin-cash,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1831.png""/>",4840990196,Bitcoin Cash,260.84,BCH,20201031011136page1
8005, 0.88%, 9.63%,/currencies/chainlink,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1975.png""/>",4309109975,Chainlink,11.03,LINK,20201031011136page1
8006, 1.46%, 6.90%,/currencies/binance-coin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/1839.png""/>",4125944036,Binance Coin,28.57,BNB,20201031011136page1
8007, 0.74%, 2.55%,/currencies/litecoin,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/2.png""/>",3555040667,Litecoin,54.05,LTC,20201031011136page1
8008, 2.94%, 4.20%,/currencies/polkadot-new,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/6636.png""/>",3541021841,Polkadot,4.15,DOT,20201031011136page1
8009, 1.92%, 3.17%,/currencies/bitcoin-sv,"<img class=""coin-logo"" src=""https://s2.coinmarketcap.com/static/img/coins/64x64/3602.png""/>",3013805652,Bitcoin SV,162.4,BSV,20201031011136page1
8010, 0.48%, 14.72%,/currencies/cardano,,2896486412,Cardano,0.093097,ADA,20201031011136page1
8011, 0.00%, 0.02%,/currencies/usd-coin,,2879289896,USD Coin,1,USDC,20201031011136page1
8012, 4.43%, 5.05%,/currencies/eos,,2348100306,EOS,2.51,EOS,20201031011136page1
8013, 1.06%, 2.58%,/currencies/monero,,2174029806,Monero,122.52,XMR,20201031011136page1
8014, 2.70%, 4.10%,/currencies/tron,,1829176752,TRON,0.025526,TRX,20201031011136page1
8015, 6.30%, 17.59%,/currencies/crypto-com-coin,,1747460003,Crypto.com Coin,0.083108,CRO,20201031011136page1
8016, 0.60%, 8.10%,/currencies/stellar,,1611876424,Stellar,0.077212,XLM,20201031011136page1
8017, 0.21%, 3.38%,/currencies/wrapped-bitcoin,,1570041096,Wrapped Bitcoin,13398.17,WBTC,20201031011136page1
8018, 2.00%, 13.43%,/currencies/tezos,,1434658746,Tezos,1.92,XTZ,20201031011136page1
8019, 0.06%, 1.67%,/currencies/unus-sed-leo,,1269492930,UNUS SED LEO,1.27,LEO,20201031011136page1
8020, 1.49%, 19.01%,/currencies/neo,,1039486007,Neo,14.74,NEO,20201031011136page1
8021, 5.55%, 11.47%,/currencies/cosmos,,969796287,Cosmos,4.73,ATOM,20201031011136page1
8022, 0.34%, 0.22%,/currencies/multi-collateral-dai,,933552489,Dai,1.01,DAI,20201031011136page1
8023, 1.17%, 11.49%,/currencies/nem,,860623208,NEM,0.095625,XEM,20201031011136page1
8024, 4.49%, 11.08%,/currencies/huobi-token,,829003914,Huobi Token,4,HT,20201031011136page1
8025, 3.36%, 24.60%,/currencies/filecoin,,722448616,Filecoin,29.01,FIL,20201031011136page1
8026, 2.24%, 7.27%,/currencies/iota,,718381852,IOTA,0.258454,MIOTA,20201031011136page1
8027, 0.00%, 0.02%,/currencies/binance-usd,,710282892,Binance USD,0.9999,BUSD,20201031011136page1
8028, 3.99%, 4.96%,/currencies/dash,,675422972,Dash,68.99,DASH,20201031011136page1
8029, 0.13%, 17.17%,/currencies/vechain,,652291557,VeChain,0.010142,VET,20201031011136page1
8030, 1.43%, 4.33%,/currencies/ethereum-classic,,610065863,Ethereum Classic,5.25,ETC,20201031011136page1
8031, 1.76%, 6.93%,/currencies/theta,,600101212,THETA,0.600101,THETA,20201031011136page1
8032, 1.89%, 7.80%,/currencies/zcash,,599425859,Zcash,57.81,ZEC,20201031011136page1
8033, 1.09%, 11.39%,/currencies/maker,,524610947,Maker,522.96,MKR,20201031011136page1
8034, 0.29%, 22.84%,/currencies/uniswap,,500043497,Uniswap,2.36,UNI,20201031011136page1
8035, 2.23%, 16.93%,/currencies/omg,,405438447,OMG Network,2.89,OMG,20201031011136page1
8036, 2.57%, 15.15%,/currencies/uma,,380033171,UMA,6.86,UMA,20201031011136page1
8037, 1.01%, 11.68%,/currencies/compound,,376379561,Compound,92.81,COMP,20201031011136page1
8038, 1.87%, 4.38%,/currencies/ftx-token,,351288382,FTX Token,3.72,FTT,20201031011136page1
8039, 1.42%, 17.58%,/currencies/ontology,,347222696,Ontology,0.447572,ONT,20201031011136page1
8040, 10.08%, 26.17%,/currencies/aave,,346245696,Aave,30.87,AAVE,20201031011136page1
8041, 7.37%, 4.45%,/currencies/waves,,334253372,Waves,3.23,WAVES,20201031011136page1
8042, 7.21%, 28.46%,/currencies/yearn-finance,,329510149,yearn.finance,10995.51,YFI,20201031011136page1
8043, 0.11%, 2.40%,/currencies/dogecoin,,326163153,Dogecoin,0.00257,DOGE,20201031011136page1
8044, 3.15%, 3.15%,/currencies/celsius,,323781679,Celsius,1.36,CEL,20201031011136page1
